ID;name
5bcbea14-b00a-4ef9-940d-0f681dd58c09;Yellowing issue on interior
6312141c-727c-4483-9ead-b2c9f5227e6f;Yellowing issue on sealer
a474fab4-e666-41b3-96fb-f6417a25dbf8;Dust issue
5bd918e2-b597-4bd0-9062-21491d781518;Appearance, paint stability
2e2781ff-6dc5-4777-b5db-2e91b3cfb241;Paint film hardness
10131c03-3231-46ec-bf3b-24c931c5ca88;Paint film hardness & recoat wrinkling
