ID;name
aceff6ba-3f0f-4c2b-ae1d-f46f02a7d934;Solvent Borne
9487fad7-edd4-4873-b15e-c113f533ffaf;Water Borne
f50d814d-73d6-4769-9e17-a7784865c143;Powder Coat
161f48a4-d2f3-45ca-877d-a4a79f3e2427;E Coat Black
dfa9bbd3-2602-4347-a493-de6983bf08a2;E Coat Gray
bee12810-77d3-4368-ae76-2b2c6690f842;Others
