ID;name
ba387098-41be-4a1b-a6d0-4312d54ef96c;Airless spray
a0d126e9-a02f-406d-b1e0-bdb5f9a3355d;Air atomization
b65f80ff-c1e3-48c0-a161-ada0cb0e137f;Bell atomization
b306822f-6eaf-46c7-a58a-26480d2e3d32;Bell & Air atomization
a5747aaa-931b-459f-aad5-c8435a36a818;Others
